V1_Dir,V1_Action,V1_Lane_Nu,V1_Driver1,V1_Vehicle,V2_Driver1,V2_Dir,V2_Action,V2_Lane_Nu,V2_Driver_,Total_Vehi,Fatalities,Injury_Typ,Injured,Property_D,Crash_Type,Pedalcycli,Pedestrian,Motorcycli,V1_Type
S,GOING STRAIGHT,4,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,S,STOPPED,4,68,3,,,0,PDO,REAR-END,,,,PALLET
S,TURNING LEFT,0,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,S,TURNING LEFT,0,0,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,PICKUP
N,GOING STRAIGHT,0,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,N,STOPPED,0,0,2,,,0,PDO,REAR-END,,,,CARRY-ALL
S,TURNING RIGHT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,W,GOING STRAIGHT,0,38,2,,C,2,,ANGLE,,,,PICKUP
W,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,N,GOING STRAIGHT,0,43,2,,C,1,,ANGLE,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,0,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,N,GOING STRAIGHT,0,28,2,,,0,PDO,"SIDESWIPE, MEETING",,,,"HATCHBACK, 4 DOOR"
S,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,N,GOING STRAIGHT,0,22,2,,C,1,,ANGLE,,,,"SEDAN, 4 DOOR"
W,GOING STRAIGHT,1,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,W,GOING STRAIGHT,1,67,2,,,0,PDO,ANGLE,,,,PICKUP
N,OTHER,3,APPARENTLY NORMAL,MECHANICAL DEFECTS: ROAD DEFECT,,,,0,0,1,,B,1,,NON-COLLISION,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,4,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,CHANGING LANES,4,40,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,2,,HIT AND RUN,APPARENTLY NORMAL,S,GOING STRAIGHT,2,41,2,,,0,PDO,REAR-END,,,,
E,TURNING LEFT,0,APPARENTLY NORMAL,,APPARENTLY NORMAL,E,GOING STRAIGHT,0,0,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,3,APPARENTLY NORMAL,,"FELL ASLEEP, FAINTED, FATIGUED, ETC.",N,STOPPED,3,55,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,0,HAD BEEN DRINKING,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,N,STOPPED,0,30,2,,B,1,,REAR-END,,,,PICKUP
N,UNKNOWN,2,,HIT AND RUN,APPARENTLY NORMAL,N,GOING STRAIGHT,2,46,3,,,0,PDO,ANGLE,,,,
E,GOING STRAIGHT,1,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,E,STOPPED,1,49,2,,C,2,,REAR-END,,,,"SEDAN, 4 DOOR"
E,GOING STRAIGHT,0,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: DROVE LEFT OF CENTER: UNSAFE LANE CHANGE,,,PARKED,0,0,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
E,GOING STRAIGHT,2,INATTENTION/DISTRACTED,FOLLOWED TOO CLOSELY: HIT AND RUN,APPARENTLY NORMAL,E,STOPPED,2,63,2,,,0,PDO,ANGLE,,,,
S,GOING STRAIGHT,0,,HIT AND RUN,APPARENTLY NORMAL,S,STOPPED,0,28,2,,,0,PDO,REAR-END,,,,CARRY-ALL
S,GOING STRAIGHT,0,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,TURNING LEFT,0,52,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,VAN
E,CHANGING LANES,3,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,E,GOING STRAIGHT,3,41,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,1,"FELL ASLEEP, FAINTED, FATIGUED, ETC.: DRUG INVOLVEMENT",FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: OVER-CORRECTING/OVER-STEERING: UNSAFE LANE CHANGE,,,,0,0,1,,B,3,,NON-COLLISION,,,,CARRY-ALL
N,GOING STRAIGHT,0,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,N,STOPPED,0,53,6,,B,4,,REAR-END,,,,"SEDAN, 4 DOOR"
E,GOING STRAIGHT,1,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,E,STOPPED,1,26,3,,C,1,,REAR-END,,,,"SEDAN, 4 DOOR"
N,CHANGING LANES,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,N,GOING STRAIGHT,0,58,2,,,0,PDO,ANGLE,,,,CARRY-ALL
N,GOING STRAIGHT,0,APPARENTLY NORMAL,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",APPARENTLY NORMAL,W,GOING STRAIGHT,0,50,2,,B,5,,ANGLE,,,,CARRY-ALL
E,GOING STRAIGHT,1,HAD BEEN DRINKING: DRUG INVOLVEMENT,HIT AND RUN,APPARENTLY NORMAL,E,GOING STRAIGHT,1,37,2,,B,2,,REAR-END,,,,"SEDAN, 4 DOOR"
E,NOT REPORTED,3,APPARENTLY NORMAL,"FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR  AGGRESSIVE MANNER: HIT AND RUN: UNSAFE LANE CHANGE",APPARENTLY NORMAL,E,GOING STRAIGHT,3,26,2,,,0,PDO,ANGLE,,,,CONVERTIBLE
W,GOING STRAIGHT,2,,HIT AND RUN,,,PARKED,2,0,2,,,0,PDO,REAR-END,,,,
E,TURNING LEFT,1,APPARENTLY NORMAL,,,,,0,0,1,,C,1,,NON-COLLISION,YES,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,0,APPARENTLY NORMAL,UNKNOWN,,S,GOING STRAIGHT,0,0,2,,C,1,,NON-COLLISION,,,,"SEDAN, 4 DOOR"
E,TRAVELING WRONG WAY,1,,DROVE LEFT OF CENTER: HIT AND RUN,APPARENTLY NORMAL,W,PARKED,1,18,2,,,0,PDO,ANGLE,,,,
E,TURNING LEFT,0,HAD BEEN DRINKING,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,E,GOING STRAIGHT,0,24,2,,B,2,,ANGLE,,,,"HARDTOP, 4 DOOR"
N,GOING STRAIGHT,3,APPARENTLY NORMAL,,,N,GOING STRAIGHT,3,0,2,,,0,PDO,NON-COLLISION,,,,"HARDTOP, 4 DOOR"
N,GOING STRAIGHT,1,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,N,STOPPED,1,29,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,1,APPARENTLY NORMAL,,APPARENTLY NORMAL,S,STOPPED,1,30,2,,C,1,,REAR-END,,,,PICKUP
E,GOING STRAIGHT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,N,GOING STRAIGHT,0,54,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,0,INATTENTION/DISTRACTED,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,N,GOING STRAIGHT,0,0,2,,,0,PDO,REAR-END,,,,PICKUP
S,GOING STRAIGHT,0,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,S,STOPPED,0,44,2,,,0,PDO,REAR-END,,,,CARRY-ALL
N,GOING STRAIGHT,3,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,N,GOING STRAIGHT,3,48,2,,C,1,,REAR-END,,,,"SEDAN, 4 DOOR"
E,GOING STRAIGHT,0,,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS: HIT AND RUN",APPARENTLY NORMAL,S,GOING STRAIGHT,0,57,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,0,APPARENTLY NORMAL,,,,,0,0,1,,A,1,,NON-COLLISION,YES,,,"HATCHBACK, 4 DOOR"
E,GOING STRAIGHT,0,APPARENTLY NORMAL,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",APPARENTLY NORMAL,N,GOING STRAIGHT,0,60,2,,A,1,,ANGLE,,,YES,CONVERTIBLE
S,TURNING RIGHT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,,,,0,0,1,,A,1,,NON-COLLISION,,YES,,COUPE
S,GOING STRAIGHT,4,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,S,STOPPED,4,45,3,,C,1,,REAR-END,,,,SEDAN
N,GOING STRAIGHT,4,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,N,GOING STRAIGHT,4,20,2,,,0,PDO,REAR-END,,,,UTILITY
S,GOING STRAIGHT,0,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,S,STOPPED,0,0,2,,,0,PDO,REAR-END,,,,CARRY-ALL
N,GOING STRAIGHT,1,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,N,GOING STRAIGHT,1,59,2,,C,1,,REAR-END,,,,PICKUP
N,GOING STRAIGHT,1,INATTENTION/DISTRACTED,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,N,STOPPED,1,33,2,,,0,PDO,REAR-END,,,,CARRY-ALL
S,NOT REPORTED,0,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,0,51,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,"HARDTOP, 4 DOOR"
S,TURNING LEFT,0,APPARENTLY NORMAL,MADE AN IMPROPER TURN,APPARENTLY NORMAL,S,TURNING LEFT,0,41,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,"SEDAN, 4 DOOR"
E,NOT REPORTED,1,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,E,GOING STRAIGHT,1,60,2,,C,1,,ANGLE,,,,SEMI
S,CHANGING LANES,3,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,3,22,2,,C,2,,ANGLE,,,,UTILITY
W,GOING STRAIGHT,0,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,W,GOING STRAIGHT,0,73,2,,C,1,,ANGLE,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,0,,DRIVING TOO FAST FOR CONDITIONS: HIT AND RUN,APPARENTLY NORMAL,N,STOPPED,0,51,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
N,CHANGING LANES,0,,HIT AND RUN,APPARENTLY NORMAL,N,GOING STRAIGHT,0,29,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,0,ILLNESS: DRUG INVOLVEMENT,DROVE LEFT OF CENTER,APPARENTLY NORMAL,S,GOING STRAIGHT,0,31,2,,B,1,,HEAD-ON,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,0,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS: HIT AND RUN,APPARENTLY NORMAL,S,GOING STRAIGHT,5,57,2,,,0,PDO,REAR-END,,,,SEDAN
S,GOING STRAIGHT,2,APPARENTLY NORMAL,,APPARENTLY NORMAL,S,STOPPED,2,32,2,,,0,PDO,REAR-END,,,,PICKUP
N,TURNING LEFT,2,HAD BEEN DRINKING,EXCEEDED AUTHORIZED SPEED LIMIT: MADE AN IMPROPER TURN: FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: RAN OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"SEDAN, 4 DOOR"
W,TURNING RIGHT,0,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,APPARENTLY NORMAL,W,STOPPED,0,51,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,CARRY-ALL
N,GOING STRAIGHT,0,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,N,GOING STRAIGHT,0,53,2,,,0,PDO,REAR-END,,,,CARRY-ALL
S,STOPPED,0,APPARENTLY NORMAL,UNKNOWN,,,,0,0,1,,C,1,,NON-COLLISION,,YES,,CARRY-ALL
S,TURNING LEFT,0,,HIT AND RUN,APPARENTLY NORMAL,S,GOING STRAIGHT,0,45,2,,,0,PDO,ANGLE,,,,
N,TURNING RIGHT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,,,,0,0,1,,C,1,,NON-COLLISION,,YES,,CARRY-ALL
E,NOT REPORTED,2,HAD BEEN DRINKING: DRUG INVOLVEMENT,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,N,GOING STRAIGHT,2,21,2,,,0,PDO,ANGLE,,,,PICKUP
W,GOING STRAIGHT,0,,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR  AGGRESSIVE MANNER",APPARENTLY NORMAL,E,GOING STRAIGHT,0,67,2,1.0,K,0,,REAR-END,,,YES,MOTORCYCLE
N,NOT REPORTED,0,HAD BEEN DRINKING,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,B,1,,NON-COLLISION,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,1,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: RAN OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,C,1,,NON-COLLISION,,,,"HARDTOP, 2 DOOR"
S,GOING STRAIGHT,0,APPARENTLY NORMAL,,APPARENTLY NORMAL,S,STOPPED,0,49,2,,C,2,,REAR-END,,,,"SEDAN, 4 DOOR"
S,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,W,GOING STRAIGHT,0,72,2,,C,2,,ANGLE,,,,"SEDAN, 4 DOOR"
N,CHANGING LANES,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY: UNSAFE LANE CHANGE,APPARENTLY NORMAL,N,GOING STRAIGHT,0,40,2,,C,2,,ANGLE,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,0,"FELL ASLEEP, FAINTED, FATIGUED, ETC.",,APPARENTLY NORMAL,N,STOPPED,0,34,2,,,0,PDO,REAR-END,,,,CONVERTIBLE
S,GOING STRAIGHT,2,APPARENTLY NORMAL,,APPARENTLY NORMAL,S,STOPPED,2,59,3,,C,1,,REAR-END,,,YES,PICKUP
N,GOING STRAIGHT,1,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,N,GOING STRAIGHT,1,25,2,,C,1,,REAR-END,,,,CONVERTIBLE
W,GOING STRAIGHT,1,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,W,STOPPED,1,37,3,,C,1,,ANGLE,,,,PICKUP
W,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,W,GOING STRAIGHT,0,80,2,,C,3,,ANGLE,,,,"HATCHBACK, 4 DOOR"
N,GOING STRAIGHT,1,,HIT AND RUN,APPARENTLY NORMAL,N,GOING STRAIGHT,1,22,4,,,0,PDO,REAR-END,,,,
N,GOING STRAIGHT,1,APPARENTLY NORMAL,,APPARENTLY NORMAL,N,GOING STRAIGHT,1,44,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,0,,HIT AND RUN,APPARENTLY NORMAL,N,STOPPED,5,35,3,,,0,PDO,REAR-END,,,,
S,TURNING LEFT,0,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,N,GOING STRAIGHT,0,29,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
W,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,E,GOING STRAIGHT,0,40,2,,C,3,,ANGLE,,,,"SEDAN, 4 DOOR"
W,GOING STRAIGHT,0,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,W,STOPPED,0,54,2,,C,1,,REAR-END,,,,"SEDAN, 2 DOOR"
N,GOING STRAIGHT,3,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,N,GOING STRAIGHT,3,80,2,,,0,PDO,REAR-END,,,,SEMI
N,GOING STRAIGHT,4,APPARENTLY NORMAL,,APPARENTLY NORMAL,N,STOPPED,4,36,2,,C,2,,REAR-END,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,4,APPARENTLY NORMAL,,APPARENTLY NORMAL,S,STOPPED,4,70,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,0,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,N,STOPPED,5,55,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
N,CHANGING LANES,3,OTHER IMPROPER DRIVING,UNSAFE LANE CHANGE,APPARENTLY NORMAL,N,GOING STRAIGHT,3,39,2,,C,4,,"SIDESWIPE, MEETING",,,,CARRY-ALL
N,GOING STRAIGHT,0,,DRIVING TOO FAST FOR CONDITIONS: HIT AND RUN,APPARENTLY NORMAL,N,GOING STRAIGHT,5,39,4,,C,3,,REAR-END,,,,CARRY-ALL
N,GOING STRAIGHT,1,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,N,GOING STRAIGHT,1,30,3,,,0,PDO,REAR-END,,,,PICKUP
S,GOING STRAIGHT,0,INATTENTION/DISTRACTED,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: OVER-CORRECTING/OVER-STEERING: UNSAFE LANE CHANGE,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,CARRY-ALL
S,NOT REPORTED,0,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,3,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,S,GOING STRAIGHT,3,63,2,,B,3,,REAR-END,,,,CARRY-ALL
N,CHANGING LANES,2,APPARENTLY NORMAL,MADE AN IMPROPER TURN,APPARENTLY NORMAL,N,GOING STRAIGHT,2,20,2,,B,1,,ANGLE,,,YES,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,0,HAD BEEN DRINKING,EXCEEDED AUTHORIZED SPEED LIMIT,DRUG INVOLVEMENT,S,MAKING U-TURN,0,23,2,2.0,K,1,,ANGLE,,,,COUPE
N,NOT REPORTED,2,APPARENTLY NORMAL,,APPARENTLY NORMAL,N,GOING STRAIGHT,2,24,3,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,PICKUP
N,NOT REPORTED,4,APPARENTLY NORMAL,,APPARENTLY NORMAL,N,GOING STRAIGHT,4,73,3,,C,1,,ANGLE,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,0,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,C,1,,NON-COLLISION,,,,"SEDAN, 2 DOOR"
N,GOING STRAIGHT,0,APPARENTLY NORMAL,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",APPARENTLY NORMAL,N,TURNING LEFT,0,30,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
N,TURNING LEFT,0,,FAILED TO YIELD RIGHT OF WAY: HIT AND RUN,APPARENTLY NORMAL,S,GOING STRAIGHT,0,45,2,,C,2,,ANGLE,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,2,APPARENTLY NORMAL,MECHANICAL DEFECTS: ROAD DEFECT,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,PICKUP
E,CHANGING LANES,0,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,E,GOING STRAIGHT,0,40,2,,C,1,,ANGLE,,,,"SEDAN, 4 DOOR"
E,GOING STRAIGHT,0,,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS: EXCEEDED AUTHORIZED SPEED LIMIT: HIT AND RUN",,,,0,0,1,,A,4,,NON-COLLISION,,,,"SEDAN, 4 DOOR"
S,NOT REPORTED,1,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,N,GOING STRAIGHT,1,43,2,,C,1,,"SIDESWIPE, OVERTAKING",,,,PICKUP
E,GOING STRAIGHT,0,APPARENTLY NORMAL,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",APPARENTLY NORMAL,S,GOING STRAIGHT,0,65,2,,B,2,,ANGLE,,,,CARRY-ALL
N,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,S,GOING STRAIGHT,0,54,2,,B,2,,ANGLE,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,0,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,N,GOING STRAIGHT,0,23,2,,C,4,,NON-COLLISION,,,,"HARDTOP, 4 DOOR"
N,TRAVELING WRONG WAY,1,HAD BEEN DRINKING,WRONG SIDE OR WRONG WAY: DROVE LEFT OF CENTER: OTHER IMPROPER DRIVING,APPARENTLY NORMAL,S,GOING STRAIGHT,1,34,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
E,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,,,,0,0,1,,B,1,,NON-COLLISION,,YES,,PICKUP
N,NOT REPORTED,3,HAD BEEN DRINKING,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,APPARENTLY NORMAL,W,STOPPED,3,43,2,,,0,PDO,ANGLE,,,,CARRY-ALL
N,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,S,GOING STRAIGHT,0,0,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
E,MAKING U-TURN,1,APPARENTLY NORMAL,MADE AN IMPROPER TURN,APPARENTLY NORMAL,E,STOPPED,1,42,2,,,0,PDO,ANGLE,,,,OTHER
E,GOING STRAIGHT,0,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,E,GOING STRAIGHT,0,33,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,0,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,N,STOPPED,0,0,3,,C,2,,REAR-END,,,,"HATCHBACK, 4 DOOR"
N,GOING STRAIGHT,0,OTHER IMPROPER DRIVING,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,N,GOING STRAIGHT,0,30,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,4,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,N,STOPPED,4,34,2,,C,1,,REAR-END,,,,"SEDAN, 4 DOOR"
N,TURNING LEFT,0,APPARENTLY NORMAL,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",APPARENTLY NORMAL,N,TURNING LEFT,0,64,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
S,CHANGING LANES,2,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,2,35,2,,,0,PDO,ANGLE,,,,COUPE
E,OTHER,1,HAD BEEN DRINKING,,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"SEDAN, 4 DOOR"
N,NOT REPORTED,0,HAD BEEN DRINKING,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,PARKED,0,0,2,,,0,PDO,REAR-END,,,,CARRY-ALL
N,GOING STRAIGHT,0,,HIT AND RUN,APPARENTLY NORMAL,N,GOING STRAIGHT,0,28,2,,C,2,,REAR-END,,,,
E,PASSING OTHER VEHICLE,1,,HIT AND RUN: OTHER IMPROPER DRIVING,,E,TURNING RIGHT,1,61,2,,,0,PDO,ANGLE,,,,
N,GOING STRAIGHT,0,,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS: HIT AND RUN",APPARENTLY NORMAL,S,TURNING LEFT,0,66,2,,,0,PDO,ANGLE,,,,
N,GOING STRAIGHT,0,APPARENTLY NORMAL,,APPARENTLY NORMAL,N,STOPPED,0,50,2,,,0,PDO,REAR-END,,,,PICKUP
W,NOT REPORTED,0,ILLNESS,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,B,1,,NON-COLLISION,,,,PICKUP
E,CHANGING LANES,3,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,E,GOING STRAIGHT,3,21,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,CARRY-ALL
E,TURNING LEFT,1,APPARENTLY NORMAL,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",APPARENTLY NORMAL,W,GOING STRAIGHT,1,74,2,,C,2,,ANGLE,,,,CARRY-ALL
W,NOT REPORTED,0,APPARENTLY NORMAL,WRONG SIDE OR WRONG WAY: FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: RAN OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,1,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,S,STOPPED,1,39,2,,B,2,,REAR-END,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,1,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,N,GOING STRAIGHT,1,61,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,E,GOING STRAIGHT,0,20,2,,C,1,,ANGLE,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,0,APPARENTLY NORMAL,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",APPARENTLY NORMAL,S,TURNING LEFT,0,20,2,,C,1,,ANGLE,,,,SEDAN
